bus_id,component_id
v1_08barotac_F2_B0,1
v1_08barotac_F2_B1,1
v1_08barotac_F2_B2,1
v1_08barotac_F2_B3,1
v1_08barotac_F2_B4,1
v1_08barotac_F2_B5,1
v1_08dingle_F0_B0,1
v1_08dingle_F0_B1,1
v1_08dingle_F0_B2,1
v1_08dingle_F0_B3,1
v1_08dingle_F0_B4,1
v1_08dingle_F0_B5,1
v1_08dingle_F1_B0,1
v1_08dingle_F1_B1,1
v1_08dingle_F1_B2,1
v1_08dingle_F1_B3,1
v1_08dingle_F1_B4,1
v1_08dingle_F1_B5,1
v1_08dingle_F2_B0,1
v1_08dingle_F2_B1,1
v1_08dingle_F2_B2,1
v1_08dingle_F2_B3,1
v1_08dingle_F2_B4,1
v1_08dingle_F2_B5,1
v1_08dingle_F3_B0,1
v1_08dingle_F3_B1,1
v1_08dingle_F3_B2,1
v1_08dingle_F3_B3,1
v1_08dingle_F3_B4,1
v1_08dingle_F3_B5,1
v1_08iloilo1_F0_B0,1
v1_08iloilo1_F0_B1,1
v1_08iloilo1_F0_B2,1
v1_08iloilo1_F0_B3,1
v1_08iloilo1_F0_B4,1
v1_08iloilo1_F0_B5,1
v1_08iloilo1_F1_B0,1
v1_08iloilo1_F1_B1,1
v1_08iloilo1_F1_B2,1
v1_08iloilo1_F1_B3,1
v1_08iloilo1_F1_B4,1
v1_08iloilo1_F1_B5,1
v1_08iloilo1_F2_B0,1
v1_08iloilo1_F2_B1,1
v1_08iloilo1_F2_B2,1
v1_08iloilo1_F2_B3,1
v1_08snjose_F0_B0,1
v1_08snjose_F0_B1,1
v1_08snjose_F0_B2,1
v1_08snjose_F0_B3,1
v1_08snjose_F0_B4,1
v1_08snjose_F0_B5,1
v1_08snjose_F1_B0,1
v1_08snjose_F1_B1,1
v1_08snjose_F1_B2,1
v1_08snjose_F1_B3,1
v1_08snjose_F1_B4,1
v1_08snjose_F1_B5,1
v1_08snjose_F2_B0,1
v1_08snjose_F2_B1,1
v1_08snjose_F2_B2,1
v1_08snjose_F2_B3,1
v1_08snjose_F2_B4,1
v1_08snjose_F2_B5,1
v1_08snjose_F3_B0,1
v1_08snjose_F3_B1,1
v1_08snjose_F3_B2,1
v1_08snjose_F3_B3,1
v1_08snjose_F3_B4,1
v1_08snjose_F3_B5,1
v1_08stbarbra_F0_B0,1
v1_08stbarbra_F0_B1,1
v1_08stbarbra_F0_B2,1
v1_08stbarbra_F0_B3,1
v1_08stbarbra_F0_B4,1
v1_08stbarbra_F0_B5,1
v1_08stbarbra_F1_B0,1
v1_08stbarbra_F1_B1,1
v1_08stbarbra_F1_B2,1
v1_08stbarbra_F1_B3,1
v1_08stbarbra_F1_B4,1
v1_08stbarbra_F1_B5,1
v1_08stbarbra_F2_B0,1
v1_08stbarbra_F2_B1,1
v1_08stbarbra_F2_B2,1
v1_08stbarbra_F2_B3,1
v1_08stbarbra_F2_B4,1
v1_08stbarbra_F2_B5,1
v1_08stbarbra_F3_B0,1
v1_08stbarbra_F3_B1,1
v1_08stbarbra_F3_B2,1
v1_08stbarbra_F3_B3,1
v1_08stbarbra_F3_B4,1
v1_08stbarbra_F3_B5,1
sub_synth_aklan_F0_B0,31
sub_synth_aklan_F0_B1,31
sub_synth_aklan_F0_B2,31
sub_synth_aklan_F0_B3,31
sub_synth_aklan_F0_B4,31
sub_synth_aklan_F0_B5,31
sub_synth_aklan_F1_B0,31
sub_synth_aklan_F1_B1,31
sub_synth_aklan_F1_B2,31
sub_synth_aklan_F1_B3,31
sub_synth_aklan_F1_B4,31
sub_synth_aklan_F1_B5,31
sub_synth_aklan_F2_B0,31
sub_synth_aklan_F2_B1,31
sub_synth_aklan_F2_B2,31
sub_synth_aklan_F2_B3,31
sub_synth_aklan_F2_B4,31
sub_synth_aklan_F2_B5,31
sub_synth_aklan_F3_B0,31
sub_synth_aklan_F3_B1,31
sub_synth_aklan_F3_B2,31
sub_synth_aklan_F3_B3,31
sub_synth_aklan_F3_B4,31
sub_synth_aklan_F3_B5,31
v1_08nabas_F0_B0,1
v1_08nabas_F0_B1,1
v1_08nabas_F1_B0,1
v1_08nabas_F1_B1,1
v1_08nabas_F1_B2,1
v1_08nabas_F1_B3,1
v1_08nabas_F1_B4,1
v1_08nabas_F1_B5,1
v1_08nabas_F2_B0,1
v1_08nabas_F2_B1,1
v1_08nabas_F2_B2,1
v1_08nabas_F2_B3,1
v1_08nabas_F2_B4,1
v1_08nabas_F2_B5,1
v1_08nabas_F3_B0,1
v1_08nabas_F3_B1,1
v1_08nabas_F3_B2,1
v1_08nabas_F3_B3,1
v1_08nabas_F3_B4,1
v1_08nabas_F3_B5,1
sub_ubay_substation_54_F0_B0,0
sub_ubay_substation_54_F0_B1,0
sub_ubay_substation_54_F0_B2,0
sub_ubay_substation_54_F0_B3,0
sub_ubay_substation_54_F0_B4,0
sub_ubay_substation_54_F0_B5,0
sub_ubay_substation_54_F1_B0,0
sub_ubay_substation_54_F1_B1,0
sub_ubay_substation_54_F1_B2,0
sub_ubay_substation_54_F1_B3,0
sub_ubay_substation_54_F1_B4,0
sub_ubay_substation_54_F1_B5,0
sub_ubay_substation_54_F2_B0,0
sub_ubay_substation_54_F2_B1,0
sub_ubay_substation_54_F2_B2,0
sub_ubay_substation_54_F2_B3,0
sub_ubay_substation_54_F2_B4,0
sub_ubay_substation_54_F2_B5,0
sub_ubay_substation_54_F3_B0,0
sub_ubay_substation_54_F3_B1,0
sub_ubay_substation_54_F3_B2,0
sub_ubay_substation_54_F3_B3,0
sub_ubay_substation_54_F3_B4,0
sub_ubay_substation_54_F3_B5,0
sub_tugas_terminal_submerged_ngcp_lines_58_F0_B0,0
sub_tugas_terminal_submerged_ngcp_lines_58_F1_B0,0
sub_tugas_terminal_submerged_ngcp_lines_58_F1_B1,0
sub_tugas_terminal_submerged_ngcp_lines_58_F1_B2,0
sub_tugas_terminal_submerged_ngcp_lines_58_F1_B3,0
sub_tugas_terminal_submerged_ngcp_lines_58_F1_B4,0
sub_tugas_terminal_submerged_ngcp_lines_58_F1_B5,0
sub_tugas_terminal_submerged_ngcp_lines_58_F2_B0,0
sub_tugas_terminal_submerged_ngcp_lines_58_F2_B1,0
sub_tugas_terminal_submerged_ngcp_lines_58_F2_B2,0
sub_tugas_terminal_submerged_ngcp_lines_58_F2_B3,0
sub_tugas_terminal_submerged_ngcp_lines_58_F2_B4,0
sub_tugas_terminal_submerged_ngcp_lines_58_F2_B5,0
sub_corella_substation_boheco_i_18_F0_B0,0
sub_corella_substation_boheco_i_18_F0_B1,0
sub_corella_substation_boheco_i_18_F0_B2,0
sub_corella_substation_boheco_i_18_F0_B3,0
sub_corella_substation_boheco_i_18_F0_B4,0
sub_corella_substation_boheco_i_18_F0_B5,0
sub_corella_substation_boheco_i_18_F1_B0,0
sub_corella_substation_boheco_i_18_F1_B1,0
sub_corella_substation_boheco_i_18_F1_B2,0
sub_corella_substation_boheco_i_18_F1_B3,0
sub_corella_substation_boheco_i_18_F1_B4,0
sub_corella_substation_boheco_i_18_F1_B5,0
sub_corella_substation_boheco_i_18_F2_B0,0
sub_corella_substation_boheco_i_18_F2_B1,0
sub_corella_substation_boheco_i_18_F2_B2,0
sub_corella_substation_boheco_i_18_F2_B3,0
sub_corella_substation_boheco_i_18_F2_B4,0
sub_corella_substation_boheco_i_18_F2_B5,0
sub_corella_substation_boheco_i_18_F3_B0,0
sub_corella_substation_boheco_i_18_F3_B1,0
sub_corella_substation_boheco_i_18_F3_B2,0
sub_corella_substation_boheco_i_18_F3_B3,0
sub_corella_substation_boheco_i_18_F3_B4,0
sub_corella_substation_boheco_i_18_F3_B5,0
sub_trinidad_substation_73_F0_B0,0
sub_trinidad_substation_73_F0_B1,0
sub_trinidad_substation_73_F0_B2,0
sub_trinidad_substation_73_F0_B3,0
sub_trinidad_substation_73_F0_B4,0
sub_trinidad_substation_73_F0_B5,0
sub_trinidad_substation_73_F1_B0,0
sub_trinidad_substation_73_F1_B1,0
sub_trinidad_substation_73_F1_B2,0
sub_trinidad_substation_73_F1_B3,0
sub_trinidad_substation_73_F1_B4,0
sub_trinidad_substation_73_F1_B5,0
sub_trinidad_substation_73_F2_B0,0
sub_trinidad_substation_73_F2_B1,0
sub_trinidad_substation_73_F2_B2,0
sub_trinidad_substation_73_F2_B3,0
sub_trinidad_substation_73_F2_B4,0
sub_trinidad_substation_73_F2_B5,0
sub_trinidad_substation_73_F3_B0,0
sub_trinidad_substation_73_F3_B1,0
sub_trinidad_substation_73_F3_B2,0
sub_trinidad_substation_73_F3_B3,0
sub_trinidad_substation_73_F3_B4,0
sub_trinidad_substation_73_F3_B5,0
sub_alicia_substation_71_F0_B0,0
sub_alicia_substation_71_F0_B1,0
sub_alicia_substation_71_F0_B2,0
sub_alicia_substation_71_F0_B3,0
sub_alicia_substation_71_F0_B4,0
sub_alicia_substation_71_F0_B5,0
sub_alicia_substation_71_F1_B0,0
sub_alicia_substation_71_F1_B1,0
sub_alicia_substation_71_F1_B2,0
sub_alicia_substation_71_F1_B3,0
sub_alicia_substation_71_F1_B4,0
sub_alicia_substation_71_F1_B5,0
sub_alicia_substation_71_F2_B0,0
sub_alicia_substation_71_F2_B1,0
sub_alicia_substation_71_F2_B2,0
sub_alicia_substation_71_F2_B3,0
sub_alicia_substation_71_F2_B4,0
sub_alicia_substation_71_F2_B5,0
sub_alicia_substation_71_F3_B0,0
sub_alicia_substation_71_F3_B1,0
sub_alicia_substation_71_F3_B2,0
sub_alicia_substation_71_F3_B3,0
sub_alicia_substation_71_F3_B4,0
sub_alicia_substation_71_F3_B5,0
sub_bohol_cable_terminal_89_F0_B0,0
sub_bohol_cable_terminal_89_F0_B1,0
sub_bohol_cable_terminal_89_F0_B2,0
sub_bohol_cable_terminal_89_F0_B3,0
sub_bohol_cable_terminal_89_F0_B4,0
sub_bohol_cable_terminal_89_F0_B5,0
sub_bohol_cable_terminal_89_F1_B0,0
sub_bohol_cable_terminal_89_F1_B1,0
sub_bohol_cable_terminal_89_F1_B2,0
sub_bohol_cable_terminal_89_F1_B3,0
sub_bohol_cable_terminal_89_F1_B4,0
sub_bohol_cable_terminal_89_F1_B5,0
sub_bohol_cable_terminal_89_F3_B0,0
sub_bohol_light_company_inc_substation_1_17_F0_B0,13
sub_bohol_light_company_inc_substation_1_17_F0_B1,13
sub_bohol_light_company_inc_substation_1_17_F0_B2,13
sub_bohol_light_company_inc_substation_1_17_F0_B3,13
sub_bohol_light_company_inc_substation_1_17_F0_B4,13
sub_bohol_light_company_inc_substation_1_17_F0_B5,13
sub_bohol_light_company_inc_substation_1_17_F1_B0,13
sub_bohol_light_company_inc_substation_1_17_F1_B1,13
sub_bohol_light_company_inc_substation_1_17_F1_B2,13
sub_bohol_light_company_inc_substation_1_17_F1_B3,13
sub_bohol_light_company_inc_substation_1_17_F1_B4,13
sub_bohol_light_company_inc_substation_1_17_F1_B5,13
sub_bohol_light_company_inc_substation_1_17_F2_B0,13
sub_bohol_light_company_inc_substation_1_17_F2_B1,13
sub_bohol_light_company_inc_substation_1_17_F2_B2,13
sub_bohol_light_company_inc_substation_1_17_F2_B3,13
sub_bohol_light_company_inc_substation_1_17_F2_B4,13
sub_bohol_light_company_inc_substation_1_17_F2_B5,13
sub_bohol_light_company_inc_substation_1_17_F3_B0,13
sub_bohol_light_company_inc_substation_1_17_F3_B1,13
sub_bohol_light_company_inc_substation_1_17_F3_B2,13
sub_bohol_light_company_inc_substation_1_17_F3_B3,13
sub_bohol_light_company_inc_substation_1_17_F3_B4,13
sub_bohol_light_company_inc_substation_1_17_F3_B5,13
sub_maca_as_substation_53_F0_B0,42
sub_maca_as_substation_53_F0_B1,42
sub_maca_as_substation_53_F0_B2,42
sub_maca_as_substation_53_F0_B3,42
sub_maca_as_substation_53_F0_B4,42
sub_maca_as_substation_53_F0_B5,42
sub_maca_as_substation_53_F1_B0,42
sub_maca_as_substation_53_F1_B1,42
sub_maca_as_substation_53_F2_B0,42
sub_maca_as_substation_53_F2_B1,42
sub_maca_as_substation_53_F2_B2,42
sub_maca_as_substation_53_F2_B3,42
sub_maca_as_substation_53_F2_B4,42
sub_maca_as_substation_53_F2_B5,42
sub_maca_as_substation_53_F3_B0,42
sub_maca_as_substation_53_F3_B1,42
sub_maca_as_substation_53_F3_B2,42
sub_maca_as_substation_53_F3_B3,42
sub_maca_as_substation_53_F3_B4,42
sub_maca_as_substation_53_F3_B5,42
sub_power_house_84_F0_B0,39
sub_power_house_84_F0_B1,39
sub_power_house_84_F0_B2,39
sub_power_house_84_F0_B3,39
sub_power_house_84_F0_B4,39
sub_power_house_84_F0_B5,39
sub_power_house_84_F1_B0,39
sub_power_house_84_F1_B1,39
sub_power_house_84_F1_B2,39
sub_power_house_84_F1_B3,39
sub_power_house_84_F1_B4,39
sub_power_house_84_F1_B5,39
sub_power_house_84_F2_B0,39
sub_power_house_84_F2_B1,39
sub_power_house_84_F2_B2,39
sub_power_house_84_F2_B3,39
sub_power_house_84_F2_B4,39
sub_power_house_84_F2_B5,39
sub_power_house_84_F3_B0,39
sub_power_house_84_F3_B1,39
sub_power_house_84_F3_B2,39
v1_07corella_F0_B0,0
v1_07corella_F0_B1,0
v1_07corella_F0_B2,0
v1_07corella_F0_B3,0
v1_07corella_F0_B4,0
v1_07corella_F0_B5,0
v1_07corella_F1_B0,0
v1_07corella_F1_B1,0
v1_07corella_F1_B2,0
v1_07corella_F1_B3,0
v1_07corella_F1_B4,0
v1_07corella_F1_B5,0
v1_07corella_F2_B0,0
v1_07corella_F2_B1,0
v1_07corella_F2_B2,0
v1_07corella_F2_B3,0
v1_07corella_F2_B4,0
v1_07corella_F2_B5,0
v1_07corella_F3_B0,0
v1_07corella_F3_B1,0
v1_07corella_F3_B2,0
v1_07corella_F3_B3,0
v1_07corella_F3_B4,0
v1_07corella_F3_B5,0
v1_07tapal_F0_B0,0
v1_07tapal_F0_B1,0
v1_07tapal_F0_B2,0
v1_07tapal_F0_B3,0
v1_07tapal_F0_B4,0
v1_07tapal_F0_B5,0
v1_07tapal_F1_B0,0
v1_07tapal_F1_B1,0
v1_07tapal_F1_B2,0
v1_07tapal_F1_B3,0
v1_07tapal_F1_B4,0
v1_07tapal_F1_B5,0
v1_07tapal_F2_B0,0
v1_07tapal_F2_B1,0
v1_07tapal_F2_B2,0
v1_07tapal_F2_B3,0
v1_07tapal_F2_B4,0
v1_07tapal_F2_B5,0
v1_07tapal_F3_B0,0
v1_07tapal_F3_B1,0
v1_07tapal_F3_B2,0
v1_07tapal_F3_B3,0
v1_07tapal_F3_B4,0
v1_07tapal_F3_B5,0
v1_08panitan_F0_B0,1
v1_08panitan_F0_B1,1
v1_08panitan_F0_B2,1
v1_08panitan_F0_B3,1
v1_08panitan_F0_B4,1
v1_08panitan_F0_B5,1
v1_08panitan_F1_B0,1
v1_08panitan_F1_B1,1
v1_08panitan_F1_B2,1
v1_08panitan_F1_B3,1
v1_08panitan_F1_B4,1
v1_08panitan_F1_B5,1
v1_08panitan_F2_B0,1
v1_08panitan_F2_B1,1
v1_08panitan_F2_B2,1
v1_08panitan_F2_B3,1
v1_08panitan_F2_B4,1
v1_08panitan_F2_B5,1
v1_08panitan_F3_B0,1
v1_08panitan_F3_B1,1
v1_08panitan_F3_B2,1
v1_08panitan_F3_B3,1
v1_08panitan_F3_B4,1
v1_08panitan_F3_B5,1
sub_cebu_city_substation_14_F0_B0,0
sub_cebu_city_substation_14_F0_B1,0
sub_cebu_city_substation_14_F0_B2,0
sub_cebu_city_substation_14_F0_B3,0
sub_cebu_city_substation_14_F0_B4,0
sub_cebu_city_substation_14_F0_B5,0
sub_cebu_city_substation_14_F1_B0,0
sub_cebu_city_substation_14_F1_B1,0
sub_cebu_city_substation_14_F1_B2,0
sub_cebu_city_substation_14_F1_B3,0
sub_cebu_city_substation_14_F1_B4,0
sub_cebu_city_substation_14_F1_B5,0
sub_cebu_city_substation_14_F2_B0,0
sub_cebu_city_substation_14_F2_B1,0
sub_cebu_city_substation_14_F2_B2,0
sub_cebu_city_substation_14_F2_B3,0
sub_cebu_city_substation_14_F2_B4,0
sub_cebu_city_substation_14_F2_B5,0
sub_cebu_city_substation_14_F3_B0,0
sub_cebu_city_substation_14_F3_B1,0
sub_cebu_city_substation_14_F3_B2,0
sub_cebu_city_substation_14_F3_B3,0
sub_cebu_city_substation_14_F3_B4,0
sub_cebu_city_substation_14_F3_B5,0
sub_compostela_substation_15_F0_B0,0
sub_compostela_substation_15_F0_B1,0
sub_compostela_substation_15_F0_B2,0
sub_compostela_substation_15_F0_B3,0
sub_compostela_substation_15_F0_B4,0
sub_compostela_substation_15_F0_B5,0
sub_compostela_substation_15_F1_B0,0
sub_compostela_substation_15_F1_B1,0
sub_compostela_substation_15_F1_B2,0
sub_compostela_substation_15_F1_B3,0
sub_compostela_substation_15_F1_B4,0
sub_compostela_substation_15_F1_B5,0
sub_compostela_substation_15_F2_B0,0
sub_compostela_substation_15_F2_B1,0
sub_compostela_substation_15_F2_B2,0
sub_compostela_substation_15_F2_B3,0
sub_compostela_substation_15_F2_B4,0
sub_compostela_substation_15_F2_B5,0
sub_compostela_substation_15_F3_B0,0
sub_naga_substation_16_F0_B0,0
sub_naga_substation_16_F0_B1,0
sub_naga_substation_16_F0_B2,0
sub_naga_substation_16_F0_B3,0
sub_naga_substation_16_F0_B4,0
sub_naga_substation_16_F0_B5,0
sub_naga_substation_16_F1_B0,0
sub_naga_substation_16_F1_B1,0
sub_naga_substation_16_F1_B2,0
sub_naga_substation_16_F1_B3,0
sub_naga_substation_16_F1_B4,0
sub_naga_substation_16_F1_B5,0
sub_naga_substation_16_F2_B0,0
sub_naga_substation_16_F2_B1,0
sub_naga_substation_16_F2_B2,0
sub_naga_substation_16_F2_B3,0
sub_naga_substation_16_F2_B4,0
sub_naga_substation_16_F2_B5,0
sub_naga_substation_16_F3_B0,0
sub_naga_substation_16_F3_B1,0
sub_naga_substation_16_F3_B2,0
sub_naga_substation_16_F3_B3,0
sub_naga_substation_16_F3_B4,0
sub_naga_substation_16_F3_B5,0
sub_daanbantayan_cable_terminal_27_F1_B0,0
sub_daanbantayan_cable_terminal_27_F1_B1,0
sub_daanbantayan_cable_terminal_27_F1_B2,0
sub_daanbantayan_cable_terminal_27_F1_B3,0
sub_daanbantayan_cable_terminal_27_F1_B4,0
sub_daanbantayan_cable_terminal_27_F2_B0,0
sub_daanbantayan_cable_terminal_27_F2_B1,0
sub_daanbantayan_cable_terminal_27_F2_B2,0
sub_daanbantayan_cable_terminal_27_F2_B3,0
sub_daanbantayan_cable_terminal_27_F2_B4,0
sub_daanbantayan_cable_terminal_27_F2_B5,0
sub_suba_cable_terminal_29_F0_B0,0
sub_suba_cable_terminal_29_F0_B1,0
sub_suba_cable_terminal_29_F0_B2,0
sub_suba_cable_terminal_29_F0_B3,0
sub_suba_cable_terminal_29_F0_B4,0
sub_suba_cable_terminal_29_F0_B5,0
sub_suba_cable_terminal_29_F3_B0,0
sub_suba_cable_terminal_29_F3_B1,0
sub_suba_cable_terminal_29_F3_B2,0
sub_suba_cable_terminal_29_F3_B3,0
sub_suba_cable_terminal_29_F3_B4,0
sub_suba_cable_terminal_29_F3_B5,0
sub_osm_83_F0_B0,0
sub_osm_83_F0_B1,0
sub_osm_83_F0_B2,0
sub_osm_83_F0_B3,0
sub_osm_83_F0_B4,0
sub_osm_83_F0_B5,0
sub_osm_83_F2_B0,0
sub_osm_83_F2_B1,0
sub_osm_83_F2_B2,0
sub_osm_83_F2_B3,0
sub_osm_83_F2_B4,0
sub_osm_83_F2_B5,0
sub_osm_83_F3_B0,0
sub_osm_83_F3_B1,0
sub_osm_83_F3_B2,0
sub_osm_83_F3_B3,0
sub_osm_83_F3_B4,0
sub_osm_83_F3_B5,0
sub_magdugo_substation_72_F0_B0,0
sub_magdugo_substation_72_F0_B1,0
sub_magdugo_substation_72_F0_B2,0
sub_magdugo_substation_72_F0_B3,0
sub_magdugo_substation_72_F0_B4,0
sub_magdugo_substation_72_F0_B5,0
sub_magdugo_substation_72_F1_B0,0
sub_magdugo_substation_72_F1_B1,0
sub_magdugo_substation_72_F1_B2,0
sub_magdugo_substation_72_F1_B3,0
sub_magdugo_substation_72_F1_B4,0
sub_magdugo_substation_72_F1_B5,0
sub_magdugo_substation_72_F2_B0,0
sub_magdugo_substation_72_F2_B1,0
sub_magdugo_substation_72_F2_B2,0
sub_magdugo_substation_72_F2_B3,0
sub_magdugo_substation_72_F2_B4,0
sub_magdugo_substation_72_F2_B5,0
sub_magdugo_substation_72_F3_B0,0
sub_magdugo_substation_72_F3_B1,0
sub_magdugo_substation_72_F3_B2,0
sub_magdugo_substation_72_F3_B3,0
sub_magdugo_substation_72_F3_B4,0
sub_magdugo_substation_72_F3_B5,0
sub_quiot_substation_40_F0_B0,2
sub_quiot_substation_40_F0_B1,2
sub_quiot_substation_40_F0_B2,2
sub_quiot_substation_40_F0_B3,2
sub_quiot_substation_40_F0_B4,2
sub_quiot_substation_40_F0_B5,2
sub_quiot_substation_40_F1_B0,2
sub_quiot_substation_40_F1_B1,2
sub_quiot_substation_40_F1_B2,2
sub_quiot_substation_40_F1_B3,2
sub_quiot_substation_40_F1_B4,2
sub_quiot_substation_40_F1_B5,2
sub_quiot_substation_40_F2_B0,2
sub_quiot_substation_40_F2_B1,2
sub_quiot_substation_40_F2_B2,2
sub_quiot_substation_40_F2_B3,2
sub_quiot_substation_40_F2_B4,2
sub_quiot_substation_40_F2_B5,2
sub_quiot_substation_40_F3_B0,2
sub_quiot_substation_40_F3_B1,2
sub_quiot_substation_40_F3_B2,2
sub_quiot_substation_40_F3_B3,2
sub_quiot_substation_40_F3_B4,2
sub_quiot_substation_40_F3_B5,2
sub_mandugo_substation_62_F0_B0,0
sub_mandugo_substation_62_F0_B1,0
sub_mandugo_substation_62_F0_B2,0
sub_mandugo_substation_62_F0_B3,0
sub_mandugo_substation_62_F0_B4,0
sub_mandugo_substation_62_F0_B5,0
sub_mandugo_substation_62_F1_B0,0
sub_mandugo_substation_62_F2_B0,0
sub_mandugo_substation_62_F2_B1,0
sub_mandugo_substation_62_F2_B2,0
sub_mandugo_substation_62_F2_B3,0
sub_mandugo_substation_62_F2_B4,0
sub_mandugo_substation_62_F2_B5,0
sub_mandugo_substation_62_F3_B0,0
sub_mandugo_substation_62_F3_B1,0
sub_mandugo_substation_62_F3_B2,0
sub_mandugo_substation_62_F3_B3,0
sub_mandugo_substation_62_F3_B4,0
sub_mandugo_substation_62_F3_B5,0
sub_mandaue_gas_insulated_substation_64_F0_B0,0
sub_mandaue_gas_insulated_substation_64_F0_B1,0
sub_mandaue_gas_insulated_substation_64_F0_B2,0
sub_mandaue_gas_insulated_substation_64_F0_B3,0
sub_mandaue_gas_insulated_substation_64_F0_B4,0
sub_mandaue_gas_insulated_substation_64_F0_B5,0
